fen,tactical_label
r1bq2nr/1ppp1k1p/n3p3/p2P1pbP/P7/6P1/1PP1pP2/RNBQKB1R w K - 0 13,3
r1bqkbnr/ppnp2p1/2p1p2p/4Np2/PPP1P3/6P1/2BP1P1P/RNBQK2R w KQkq - 0 11,3
r1bqk2r/ppp1pnb1/6pp/3pPp1P/1P1P4/NP1K3N/P4PP1/R1BQ1B1R w kq d6 0 13,3
1rbqk1nr/ppBpppbp/8/2pn2p1/3P4/5P1N/PPP1P1PP/RN1QKB1R w KQk - 4 8,3
rnq1kbn1/1p1bpp2/6r1/p2p1p1P/2pPP2P/1P3N2/P1P2P2/R1BQKB1R w Qq - 0 13,3
1r1qkb1r/p1p1pp1p/1p1P2Bn/n5p1/7P/N6b/PPPPNPPR/R1B1K3 w Qk - 6 13,3
r1bqkbnr/ppppp2p/n5p1/8/4P1P1/3P1p2/PPP1QP1P/RNB1KBNR w KQkq - 0 6,3
rnbqk2r/ppp1bppp/7n/3pp3/3P4/PP4PN/2P1PP1P/RNBQKBR1 b Qkq - 4 8,3
r1bqkbnr/2p2ppp/2npp3/pp6/1P1N4/P4P1P/2PPP1P1/RNBQKB1R w KQkq - 0 7,3
r1b1kb1r/p1qppp1p/2p3p1/1pnn4/1BPP2P1/NP3P2/P3P2P/1R1QKBNR b Kkq - 1 10,3
1rbqkbn1/p1ppp3/5p1r/1p4pp/6P1/P2PPN2/1P3PnP/RNBK1B1R w - - 0 13,3
1r3bnr/2p1pkpp/p3b3/1p2np2/3P4/5PB1/PP1N2PP/2R1KBNR b K - 4 13,3
rBbqk1nr/7p/1pp1p3/p2p1pp1/2PP4/NP5P/P2KPPP1/R4BNR b kq - 0 10,3
2bq1b1r/r2Npk2/ppp5/n6p/5P2/P7/RPPPP1BP/1NBQK1R1 w - - 2 13,3
r1bqkb1r/ppppp1pp/5p2/3PNn2/3n4/6P1/PPP1PPB1/RNBQK2R w kq - 0 10,3
r1b1k1nr/pppq2p1/2n1p3/2bp1p1p/1P1PP3/2PQ2P1/PB3P1P/RN2KBNR w KQkq - 3 8,3
rnbqkb1r/2pp4/B1p1pp1p/6P1/4P3/7P/PPPP1KP1/RNB3NR b kq - 0 9,3
r1bq1bnr/2pk1p2/p1np4/1pQPpPpp/8/N3K2P/PPP1P1P1/R1B2BNR b - - 1 13,3
rnb1kb1r/pp1ppppn/8/2p1q3/P6Q/2N2B2/1PPP1PPP/R1BK2NR b kq - 9 10,3
rnbqkbnr/1ppppp2/6p1/6B1/pP1PP2p/5N2/P1P2PPP/RN1QKB1R b KQkq - 1 6,0
rnbqkb1r/1pp1pp1p/p5p1/5n2/2B1pP2/NP6/P1PP2PP/R1BQK1NR b KQkq - 1 7,0
rnb1kb1r/1p1p2pp/p1p1pB2/q7/8/PPPP4/1Q2P1PP/RN1nKBNR w KQkq - 2 10,3
rnb1qrk1/pppp1pp1/4p3/5n1p/2P3P1/P2PP1bP/1P1K1Q2/RNB2BNR w - - 3 12,3
rnbqkb1r/p1pppp1p/5np1/8/1P6/5P1N/RBPPP1PP/1N1QKBR1 b kq - 4 8,0
rnbq1b1r/p1pkpp1p/1p5n/3p4/2P3p1/NP2PP1P/P2PQ1P1/R1B1KBNR b KQ - 1 7,3
r2qkb1r/2p1pp2/1n1p1np1/pp1b2Np/2PPP2P/PP1Q2P1/3N1P2/R1B1KB1R w KQkq - 3 12,3
rnbqk1nr/p1pp1pp1/1p6/1B2p2p/4P3/b7/RPPPKPPP/1NBQ2NR b kq - 1 6,2
rnbqk3/ppppbp1r/4pnp1/3B3p/3P2P1/5N1P/PPP1PP2/RNBQK2R w KQq - 5 9,3
rnbq1knr/6b1/3pp2p/pP2Pp2/1P1p1B2/N6N/2P2PPP/R2K1B1R b - - 1 13,3
rnq3nr/ppp1pk1p/5p1b/3p1bp1/3PN3/4PPPB/PPP1Q2P/R1B1K1NR b KQ - 6 10,3
1nb1kbnr/rp1qp3/p1pp1ppB/7p/2PP4/5NP1/PPK1PP1P/RN2QB1R w k - 2 10,2
rnb1kb2/1pp2ppr/p2p3p/5n1q/1P1Pp1PP/B2N1P2/P1P1P3/RN1QKB1R w KQq - 0 11,3
rnbqkb1r/pp3p2/1P1ppnpp/2p5/4N3/N6P/P1PPPPP1/R1BQKBR1 b Qkq - 0 9,3
rnb1kbnr/3p1ppp/pp2p2N/8/1Pp2qP1/N7/P1PPP2P/R1BQ1BKR b kq - 0 11,3
1rbqkb1r/1pp1pppp/2np3n/p7/7P/2KP3N/PPP1PPP1/RNBQ1B1R w k - 0 6,0
r1bqkbnr/ppn1p1pR/2pp1p2/P5B1/3P4/8/1PP1PPP1/RN1QKBN1 w Qkq - 5 10,3
rnbqkb1r/p2p1ppp/8/2p1pn2/2p2P2/7N/PP1PPKPP/RNBQ1B1R w kq - 2 7,0
1rbqk3/1pppp1br/6pn/p1Q1np2/3P3p/P4P2/1PPBP1PP/RN2KBNR b KQ - 1 12,3
r1b1k1nr/1ppp1p2/p2b4/1B2n1qp/1P2P1p1/N4pPN/P1PP3P/R1BQK2R w kq - 4 13,3
rnb2bnr/pp1p1kpp/2p5/4pq2/3N1P2/P6N/1PPP2PP/R1BQKB1R b KQ - 0 8,3
rnbqk1nr/pppp1p1p/4p2b/5P2/3P2pP/P7/1PP1P1P1/RNBQKBNR w KQkq - 0 7,3
rnb1k1nr/ppppbp2/8/1B2p1pp/5q1P/P1N1P3/1PPP1PP1/R1BQK1NR w KQkq - 3 7,3
1rb1k1nr/p1ppbp2/2n1p1p1/1p5p/2N1PqPP/7B/PPPP1N2/1RBQK2R b Kk - 4 11,3
rn1qkbnr/p3ppp1/b2p3p/1pp4Q/2N1P3/3B3P/PPPP1PPR/R1B1K1N1 w Qkq - 0 8,3
rn4nr/pbpkpp1p/1p1p2pb/3N1q2/P3P3/3P1P2/1PP1B1PP/R1BQK1NR w KQ - 1 10,3
2bqkbnr/1p1ppp1p/r6p/1p3Pn1/1p2P1P1/2N5/P1PP1K1P/R1B3NR b k - 5 11,3
rnb1kbnr/1ppq1pp1/p3p2p/P2p4/8/5PPP/1PPPP3/RNBQKBNR b KQkq - 0 7,0
r1b4r/pp1k1ppp/n1p4n/2bpp3/3P1PPq/1P2P2P/P1PKB3/RNB2QNR b - - 2 11,3
r1bqkbnr/1pppp1p1/p4p2/n7/6pP/NQP5/PP1PPP2/1RB1KBNR b Kkq h3 0 7,3
rnbqk1nr/1p1pp2p/8/1pp2Pp1/P7/2PB1PP1/1P1P3P/R1BQK1bR b KQkq - 0 11,3
rnbqkb1r/p3ppp1/2pp1n2/1p6/5PPp/N1PP3B/PP2P2P/R1BQK1NR w KQkq - 0 7,0
rn1qk1nr/p1p1bp1p/1p6/4p1p1/1P1pP1P1/5P1P/P1PPB1K1/RNBQ2NR w kq - 1 10,2
rBb1k1nr/1p1p3p/1qp3pb/4pp2/p1P4P/1P6/P2PPPPR/RNQ1KBN1 b Qkq - 0 10,3
r1bqkb1r/p2ppp1p/1pn3pn/2p5/3P1P1P/1QP5/PP2P1P1/RNB1KBNR w KQkq - 2 6,3
r1bqkb1r/1ppp1ppp/n3pn2/8/1pP2P1P/P7/3PP1P1/RNBQKBNR w KQkq - 0 6,0
rnbqk2r/3p1p1p/p2n2p1/2p5/Pp6/1P1PP1P1/2P1P1KP/RN1Q1BNR b kq - 0 12,0
r1bqkbnr/2pnpp1p/8/pp1p2pP/P5P1/5N2/1PPPPP2/RNBQKB1R w KQkq - 0 7,3
1r1qk1nr/1pp1bp2/p6p/2npp1p1/P2P2b1/N1P1P3/1PQ2PBP/R1B1K1NR w KQk - 0 11,3
rnbq1b1r/1ppkp2p/p4p1n/3p2pP/2P5/PP5N/3PPPP1/RNBQKB1R w KQ g6 0 7,3
rnbqk2r/pppp2p1/7n/4pp1p/P6P/2bP1P2/1PP1P1PR/R1BQKBN1 w Qkq - 0 7,1
rnbqkbnr/1pp1ppp1/7p/3p2B1/3P3P/p7/PPP1PPP1/RN1QKBNR b KQkq - 1 7,3
r2qkbnr/ppp1p3/n2p4/5bpp/3P1p2/1P1Q1PPN/PBP1P2P/RN2KB1R b KQkq - 2 10,3
r1b1kb1r/p2p1ppp/n3p3/1Pp5/1P1q4/B4N2/P2PP1PP/R2QKBNR w KQkq - 1 13,3
rnbqkbnr/1p1p3p/p2p1pp1/2p3P1/8/5P2/PPPPP2P/R1BQKBNR b KQkq - 0 6,0
2rqkbnr/1bpppp2/p6p/np4p1/4PPQ1/1PNP2PP/PBP5/R1N1KB1R b KQ - 2 12,3
1nbqkbn1/rpp1p2r/3p1p2/p5Np/8/PPP4P/3PPPP1/RNBQKBR1 w Q - 3 8,2
rnbq1bnr/p1p1kp2/3p3p/1p2pP2/1P6/N4NPP/P1PPP3/R1BQKB1R b KQ - 1 9,2
r1bqk1nr/pppp1p2/n3p2p/3P4/PP4p1/N1b2N2/4PPPP/R1BQKB1R w KQkq - 0 10,1
rnbqkbnr/pp2p1pp/3p1p2/2p3N1/2P5/P3P3/1P1P1PPP/RNBQKB1R w KQkq - 0 6,2
rnb1qbnr/p2kpppp/8/1Pp5/2P5/3QpP1N/1P1P2PP/RNB1KB1R b KQ - 1 8,1
r1q1kbnr/pppbpppp/7Q/2np4/5N2/1P2P1PP/P1PP1P2/RNB1KB1R b Qkq - 0 10,3
r1bq3r/pp1kbppp/n2ppn2/2pN2B1/5P1P/1P1P4/P1PQP1P1/R3KBNR b KQ - 2 8,3
r1bqkb1r/pp1pp1p1/2n5/5P1p/P1p1P1n1/3PQP2/1PPK3P/RNB2BNR w kq - 0 10,3
rnb1kbnr/3p1ppp/1p6/pPp1p1q1/4P2P/5P2/P1PPN1P1/RNBQKB1R w KQkq - 1 8,0
r2qkbnr/3npbpp/pp1p4/2p2p2/1PP1PP2/8/PBQP2PP/RN1K1BNR b kq - 0 12,3
2bq1bn1/r1pnpkp1/pp2r3/3P1p1p/3K1P2/PPP5/3PB1PP/RNBQ2NR b - - 0 13,3
r1b1kb1r/pp1pp1p1/n4p1p/2pn4/8/1PP1PN2/P1NP1PPq/R1BQK2R w KQkq - 0 10,2
r2k1bnr/ppp1pppp/3p4/8/2b4P/PQ1P2PR/RP1P1P2/1NBqKBN1 w - - 1 12,1
r1bq1bnr/1ppnp3/p3kp2/3p2pp/P4PP1/1P1PPB1N/2P4P/RNBQKR2 b Q - 1 10,3
r1bqkb1r/p3p3/1ppB2pp/8/2P3n1/3Q1P1N/PP4PP/RN1K1B1R b kq - 1 13,3
1nb1kb1r/rp1q1p2/6pn/p1pppPNp/P3P1P1/1P3K1P/1BPP4/RN1Q1B1R b k - 0 13,3
rnbqkb1r/1ppppp1p/p4n2/6p1/4PPP1/3B4/PPPPK2P/RNBQ2NR w kq - 2 6,3
r1b2k1r/p2p1ppp/q1p1p2n/8/1p4PP/NP2bP2/P1PP4/R1BQK1NR w KQ - 0 13,3
r1b1kbnr/p1pp1p2/n3p1pp/1pP3q1/8/P2P4/1P1BPPPP/RNQ1KBNR b KQkq - 0 8,3
1rbqkb1r/pppppp1p/n5p1/6Q1/1P1P4/2N5/P1PnPPPP/1RB1KBNR w Kk - 0 7,3
rn1qkb1r/ppp1p3/2bp1p1n/P2P2pR/2P5/1P3NP1/3NPP2/1RBQKB2 b kq - 0 13,3
r2qkbnr/p1p1pppp/b1n5/1p1p3P/8/4PPP1/PPPPK1B1/RNBQ2NR b kq - 1 7,0
r3k1n1/p1ppbppr/1pn1p2p/7K/PP1P4/2P2P2/b3P1PP/RNB2BNR b q - 0 11,3
rn2kbnr/1p2pppp/p1p5/3P1b2/6q1/P2P4/1P1NPP1P/R1BQKB1R w KQkq - 0 9,2
rnbqk1r1/1p1p1pB1/2p2n1p/pP2p3/Pb6/3P1N2/2PQPPPP/RN2KBR1 w Qq - 0 13,3
rnb1kbn1/3p2pr/p1p1pp1p/2q5/PpN2P1P/7R/1PPPP1P1/R1BQKBN1 b q - 5 11,3
r1q1kbnr/p2bpppp/nppp4/8/2PP4/PP2B2P/4PPP1/RN1QKBNR b KQkq - 0 7,0
rnb3nr/pp1kp1bp/2p5/3p1pp1/P5P1/1Pq1PP1N/R1QP3P/1NB1KB1R w K - 0 13,3
r1bq2nr/pppk3p/4pppb/n1Pp4/P4P2/3PP3/1P1B2PP/RN1QKBNR w KQ - 0 9,0
rn2kbnr/p1qbp1pp/Qppp4/5p2/3P1P2/1N6/PPP1P1PP/1RB1KBNR w Kkq - 2 11,3
rnbq1bnr/1p1p1kpp/p1p1p3/5p2/1PP4P/P4P2/R2PP1P1/1NBQKBNR b K - 0 7,3
1bbqk1nr/1pp2ppp/1Q1p2r1/p3p3/P1P2PB1/R7/1P1P2PP/1NB1K1NR w Kk - 0 13,3
2bqkb1r/rpp1p1pp/n4p1n/p2P2N1/4P3/2QPB1P1/1P3P1P/RN2KB1R w KQk - 1 12,3
rnbq2nr/ppp3kp/4p3/3p1pp1/1b2P1Q1/3P2PP/PPPNNPR1/1RB1KB2 b - - 4 10,3
r1bqkbnr/2ppp3/1pn2pp1/B6p/6PP/3P1P1B/PPP1P3/RN1QK1NR b KQkq - 0 9,3
rnbqkbnr/6pN/2p2p2/pp2p3/2P5/BP1P4/P3PKPP/RN1Q1B1R w - - 0 11,3
2bqkbnr/1ppnp2p/2r2p2/p5p1/P2p2N1/6PB/RPPPPP1P/1NBQ1RK1 w k - 4 9,0
2r1qbnr/2pkppp1/4b2p/ppnN2N1/6PP/BP3P2/P1PPP3/1R1QKB1R w K - 3 13,3
rnq1kbnr/1pp1p3/p2p1p1p/8/PPPP1pP1/B1N4N/R3P2P/3QKB1R b K - 1 11,2
r2qkb1r/p1n1pppp/Q1p5/1p1p3n/3P1P2/4P3/PPP2NP1/RNB1Kb1R w KQkq - 0 12,3
rn1qkb1r/1p2pp1p/p1ppb1pB/3n4/1P4P1/2NPQ3/P1P1PP1P/R3KBNR w KQkq - 0 8,3
r1b1k1nr/pppp1ppp/2n4q/1Pb1p3/P1P5/3QPP1N/3P2PP/RNB1KB1R b KQkq - 0 9,3
rn2kb1r/2pqp1pp/p2p4/1p3P2/PPP2Pn1/4B3/R1Q3PP/1N2KBNR b Kk - 2 13,3
r1bqk1nr/1pppb1pp/p7/1B3p2/1n3PQ1/6PN/P1Pp1K1P/RN5R b kq - 1 10,3
rn1qkbnr/p2p1ppp/2p1p3/P7/1p6/5PPP/1PPP4/RNBQKBNR b kq - 1 7,0
rnbqkbnr/2p1ppQp/p7/2Pp4/1p6/P6P/1P1PPPP1/RNB1KBNR b KQkq - 0 7,3
rq2kbnr/pppbpp2/2np3p/6p1/PP2P3/N4PPP/2PP4/1RBQKBNR b Kkq - 1 8,3
rnb1q1nr/2ppp1kp/pp4p1/5p2/2P5/P2PP1PN/RP2P2P/1NBQKB1R w K - 4 10,0
rn2k1nr/3p1p2/b1pbp1pp/p7/P2q4/1PPPB1P1/3NPP2/R2QKBNR b KQq - 2 13,3
rn2kbr1/ppp1pppp/7n/3p4/4P1PP/P2P1Nqb/RPP2P1R/1NBQKB2 b q - 0 8,3
1nbqkbnr/3pp3/p1Q2ppp/P1P5/4P3/Rp3N2/1PP2PPP/1NB1KB1R w Kk - 0 13,3
rnbqkb1r/3ppp1p/8/ppp3p1/1P1Pn3/N3P1PB/PBP2P1P/1RQ1K1NR b Kkq - 1 11,3
rnb1k1nr/pp1pp3/5pQb/1qp5/2NP3p/2P1PN1P/PP2BPP1/R1B1K2R b KQkq - 0 10,1
r1bqk2r/2pp1p2/1pn2n2/pN2p1Bp/1b1P4/5PP1/PPP1P2P/R2QKB1R w KQkq - 1 13,1
r1bqkbnr/p1pp3p/4pp2/1p2n1p1/4PP2/P1PB4/1P1P1KPP/RNBQ2NR w kq - 0 7,3
1nbqkb1r/rpppp2p/p4p1n/5Bp1/P3P3/1P6/2PP1PPP/RNBQK1NR b KQk - 0 6,0
r1bq1bnr/1ppkp3/p7/3p1ppp/1P4P1/N1PP1P1P/P2B1P2/R2QKB1R w KQ - 0 13,3
r2qkb1r/p1p1pp2/2np1n2/1p4Pp/7P/4P2N/PPPP2P1/RNBQKB2 b Qkq - 0 8,3
rnb1k3/ppppqp1p/B3p2n/2b3r1/3PP3/1PP5/PQ1B1P1P/RN2K2R w KQq - 2 13,3
r1bq3r/p1pk1p1p/1p2pn1b/n5p1/7P/P1P4N/RP1PPPP1/1NB1KB1R b K - 4 9,0
r2qkbnr/3p1pp1/pp6/1Qp1p2p/P1P5/1P2PP2/3P2bP/RNB1KBNR b KQkq - 0 11,3
rnb1k1nr/1ppp1pp1/4pq1p/p1b3N1/PPP5/6P1/3PPP1P/RNBQKB1R b KQkq - 0 7,3
1n1q1b1r/rpp1kp1Q/p2p4/4p1pp/4P3/P6b/1PPP1PPP/RNB1KBNR w KQ - 1 9,3
r2qkb1r/pppbpppp/n4n2/8/3p4/P1N1PN2/1PPPBPPP/R1BQK2R w KQkq - 2 6,3
r2qkb1r/ppp3pp/n2ppp1n/8/1PB1P1b1/2P2Q2/P2P1PPP/RNB1K1NR b KQkq - 3 7,3
rnbqkbnr/p2p2pp/1p2pp2/2p5/5PP1/NPP2N2/P2PP2P/R1BQKB1R b KQkq - 0 7,0
rnb1kb1r/pp2qp1p/2pppn2/6p1/N7/PP4PP/2PPPP2/R1BQKBNR w KQkq - 0 7,0
1nbqkbnr/r2p1p2/ppp1p2p/6pP/1B1P4/7R/PPP1PPP1/RN1QKBN1 w Qk - 0 8,2
1nbqkb1r/r2pnp1p/6p1/ppp1p3/1P4PP/P3P3/2PPQP2/RNB1KBNR w Qk - 2 11,3
rnbqk1nr/1ppp3p/1P2p3/p5p1/1bP2p1P/P5P1/3PPP2/RNBQKBNR b KQkq - 0 7,3
rnb1kbnr/3p2p1/2p4p/pp1Np3/2P2p1q/1P2P1PN/P2P1P1P/R1BQKBR1 w Qkq - 2 9,3
rnb1kb1r/p1pq1ppp/p4n2/3pp3/4P1PP/N7/PPPP1P2/R1BQK1NR b KQkq - 0 6,3
1rq1kbn1/pbpp1p2/2n1p2r/6pp/1p2PPPP/3R4/PPPPN3/R1BQKBN1 b Q - 3 12,3
rnbqkbnr/ppp1p2p/8/3p1pp1/P7/N1P4N/RPQPPPPP/2B1KB1R b Kkq - 5 6,2
1nbqk1r1/rp1p1ppp/2pb1n2/p3p3/6P1/NPPP3P/P3PPB1/R1BQK1NR b KQ - 0 9,3
rnb1kbn1/1ppp2pr/p3pq2/5p1p/2P1P2P/5P2/PP1P1NP1/RNBQKBR1 w Qq - 3 8,2
rnbqkbnr/4pp1p/pp1p4/2p3p1/3P1P2/1P4PN/P1P1P2P/RNBQKB1R w KQkq - 0 6,3
r1b1kbnr/pp1pppp1/n1p5/5B1p/3N1q2/NP2P1P1/P1PP3P/1RBQK2R b Kkq - 1 10,3
2bqkb1r/rp1ppp2/Q4npp/2p4P/2P1P1n1/PP6/3P1PP1/RNB1KBNR b KQk - 0 10,3
r2qkbnr/p2ppppp/b1p4B/3N4/Pnp5/2RP4/1P2PPPP/3QKBNR b Kkq - 1 9,3
1rbqkbr1/ppppnppp/5n2/4p2P/4PP2/P2P4/1PPB2P1/RN1QKBNR b KQ - 0 7,3
rn2kbnr/p1qppp2/b6p/2p3p1/1pP1P1B1/6P1/PPQP1P1P/RNB1K1NR w KQkq - 0 8,0
rnbqkbnr/pp1p1p2/2p3p1/7p/2PPpP2/N4N1P/PP2P1P1/R1BQKB1R b KQkq d3 0 6,3
r1bqkbnr/1pp2pp1/p1npp2p/8/P4PP1/3P4/1PPNP2P/R1BQKBNR b KQkq - 0 6,0
r2qkb2/1p3p1r/n2ppn2/2pP2pp/p1P5/P3PP1b/1P1Q1KPP/1RB2BNR b q - 1 13,3
1r1qkbnr/pb1pppp1/npp5/1P5p/7P/N3P3/PBPPKPP1/R2Q1BNR w k - 5 8,3
rnbqkbnr/ppp1p2p/Q5p1/3p1p2/3P4/P1N5/1PP1PPPP/R1B1KBNR b KQkq - 4 6,0
1rb1k1nr/ppq1bppp/5n2/2ppp1B1/PP1PP3/2P2P1P/1Q4P1/RN2KBNR w KQk - 3 12,3
2rqkbnr/1pp1ppp1/2n4p/p7/4p1Q1/7N/PPPP1PPP/RNB1KR2 b Qk - 1 7,2
rnbk3r/p2qppb1/1p3np1/2pB3p/4pP2/1PN3PN/P1PP2QP/R1B1K1R1 b Q - 7 12,3
rnbqk3/pB1pn1p1/3bpp1r/1pp4p/1P3PP1/2N4N/P1PPPK1P/R1BQ1R2 b q - 3 9,3
rnbqkbnr/p3ppp1/2p5/1p1P3p/8/1P5N/P1QPPPPP/RNB1KB1R w KQkq - 0 6,2
rnbq1kr1/ppp1pp1p/3p1n1b/6p1/1Q1PP2P/8/PPP1BPP1/RNB1K1NR b KQ - 1 7,3
rnb1kbnr/p2p1p1p/1p3Pp1/4p3/q1p3P1/1P5N/P1PPP2P/RNBQKB1R b kq - 0 9,3
rnbqkb1r/2pppp1p/pp1N2p1/8/6nP/P4N2/1PPPPPP1/R1BQKB1R b KQkq - 1 6,1
rn2k1nr/1p1qpp1p/p2pb2b/3p2p1/7P/P3PPPN/1PPP4/1RBQKB1R b Kkq - 2 10,3
r1b1nb1r/pp1q1ppp/4k3/n1Q1p3/2B1p1P1/PP6/2PP1P1P/RNB1K1NR b KQ - 2 12,1
rnbqkbr1/pppp1p1p/4pn1Q/1P4p1/4P3/8/P1PPKPPP/RNB2BNR w q - 7 7,3
rnbqkbr1/ppppp3/8/3n2pp/1P3P2/PQP1P3/3P1P1P/RNB1KBNR w KQq - 0 8,3
r1bq1k1r/ppppnpp1/2n5/2b1p1Bp/2P5/3P1N1P/PP2PPP1/RN1QKB1R w KQ - 3 7,3
r1b1k1nr/ppppqppp/2n1p3/8/Q1P2bP1/P6P/1P1PP3/RNB1KBNR b KQkq - 1 6,3
r1bk1bn1/1q1np1pr/1ppp1p1Q/p6p/PP2P3/7N/N1PP1PPP/1RB1KB1R b K - 4 12,3
r1bq1bnr/pppkpppp/8/3p4/4P3/1PPP1P2/3K2PP/RNBQ1BNR b - - 0 8,2
rn1qkb1r/1pp2pp1/p2pp2p/3n1b1Q/4PN2/3P4/PPP2PPP/R1B1KB1R b KQkq - 3 8,3
rnb1kb1r/1ppp2p1/3qpn2/p2P1p1p/P6P/N1P2P2/1P1BP1P1/R1Q1KBNR w KQ - 9 13,2
2rqkb1r/pppnp1pp/3p3n/P4p2/7P/2Nb4/1PPPNP2/R1BQKB1R w Kk - 4 11,0
r2qkbnr/pb1ppp1p/np4p1/Q1p5/5P2/P2PP3/1PP3PP/RNB1KBNR w KQkq - 5 8,3
r1q1kbnr/1pp1p1p1/p3b2p/5p2/2P5/PP1nPP1N/5KPP/RNB2B1R w kq - 0 12,1
rnbqk1nr/1ppp4/7p/p3p3/1bP1Ppp1/N2P1N2/PP2KPPP/R1BQ1B1R b kq - 0 9,3
1rbqk2r/p1ppb1pp/1pn4n/4pp2/1PP5/NQ2P2P/P2P1PPR/R1BK1BN1 b k - 2 8,0
rnbqkb1r/2p2p1N/5np1/p2pP3/2p4P/6P1/3PP2R/RNBQKB2 b Qkq - 0 13,3
r1b1kbnr/pppp1p2/n4qp1/4p2p/1PP5/N2P3P/P2KPPPR/R1BQ1BN1 b kq - 1 7,3
r1b1kb1r/pp3pp1/n4n1p/2pp2q1/PPPP1p2/R3P1PN/7P/1NBQKB1R b Kkq - 0 11,3
rn1qkbnr/p1p2p1p/3pp1p1/1p3b2/8/4PBP1/PPPPKP1P/RNB2QNR b kq - 1 6,2
r1b1nb1r/pp3ppp/3qk2n/B1ppp1P1/QP1P1P2/P1P5/4P2P/RN2KBNR w KQ - 1 12,3
Qnbqkb1r/3ppp1p/p5p1/1pp3P1/2P2P2/3PP2B/PP5P/RNB1K1NR w KQk - 0 10,3
1nbqk1nr/rppp1pp1/3b4/p2Pp2P/P3P3/4B3/1PPK1P1P/RNQ2BNR b k - 0 11,2
rnbqkb1r/2ppp3/pp5n/5pp1/4P1Pp/1P5P/P1PP1P2/RNBQKBNR w KQkq - 0 9,3
r1bqkb1r/pp2pp2/2n2np1/1B2p3/1P2P1p1/P7/2PP1P1P/RNB1K2R w KQkq - 1 12,2
rn1qkbnr/2pbp1pp/1p1p4/pN3p2/8/2PP3P/PP2PPP1/R1BQKBNR b KQkq - 2 7,0
rn1qkb1r/4pppp/Bp6/p1pb1n2/P2p4/R1PQP1PP/1P1P1P2/1NB1K1NR w Kkq - 1 12,3
r1bq2n1/p2pbkpr/2n1p3/1pp4p/4NpPP/4PQ1R/PPPP1P2/1RB1KBN1 w - - 2 12,3
rnbqk2r/1pp2p1p/4pn2/p2p2p1/2P1B1P1/b7/P2PPP1P/RN1QK1NR b KQkq - 1 9,3
rnq1kbnr/2pp2p1/1p2pp2/p2b3p/NP6/2P2PP1/PB1PP2P/R2QKBNR w KQkq - 0 11,3
r1bq1bnr/1ppQpkp1/2n4p/pB3p2/4PN2/N7/PPPP1PPP/R1B1K2R b KQ - 1 9,3
rnbqkb1r/1pp2n1p/3ppp2/p5p1/P4PPP/8/RPPPP3/1NBQKBNR w Kkq - 2 8,2
rn1qkb2/pb3prp/1p1p2p1/1NB1PQ2/8/P6N/1PP1PPPP/R3KB1R b KQq - 0 13,3
rn1qkb2/p1p1ppp1/5n1r/1p1p3p/2P2PbP/4P3/PP1P4/RNBQKBNR w KQq - 0 7,3
r1b1kbnr/4p2p/ppp2pp1/q1Npn1Q1/4PPP1/2P4N/PP1PB2P/R1BK3R w k - 0 13,3
rn1qkbnr/1pp1pp1p/p7/5bpQ/2PpP3/1P1B3N/P2P1PPP/RNB1K2R b KQkq - 0 7,3
r1bqkb1r/3pn1pp/npp5/p2Pp3/PBP5/1P3P2/4PP1P/RNQ1KBNR b KQkq - 0 10,3
rnb1kbnr/1pppqp1p/4p1p1/p7/2QP4/5P1P/PPPNP1P1/R1B1KBNR w KQkq - 2 7,3
rnb1k1nr/p2pq2p/2p5/1B2ppp1/Pb4P1/2P1PP2/1P1P1K1P/RNBQ2NR b kq - 2 8,3
rnb1kb1r/p2p3n/1p3ppp/1Qp1p3/2P1P3/P5P1/RP1P2PP/1NBNKB1R w Kkq - 0 11,3
r1bqkbr1/p3ppp1/n1p5/1p1p4/QPPPP2p/5N2/P2B1PPP/RN2KBR1 w Qq - 0 10,3
rn1qkbnr/p1p1pppp/3pb3/8/8/P1pPP1P1/1PP2P1P/R1BQKBNR w KQkq - 1 6,0
r1b1kb1r/pp1q1ppp/n3pn2/3p4/P1p1PPQ1/1P1P4/2P3PP/RNBK1BNR b kq - 1 8,3
r3kbn1/1pnqppr1/4b2p/p2p4/PP1P1p1P/7N/2PBP1PR/1R1QKB2 b q - 1 13,3
rnb1kbnr/p2p1p1p/1pB5/2p1p3/7p/1P2PP1P/P1PPQ3/RNB1K1NR w KQkq - 0 10,3
r1bk1b1r/pp1n2pp/1q1p1p1B/2P4P/2P3n1/7R/PP2PPP1/RN2KBN1 b Q - 2 10,3
rnbqkb1r/1pppp1pp/8/3n1p2/p1P4P/1P1PP2Q/P2K1PP1/R1BN1BNR b kq - 1 10,3
r3kbnr/p2ppN1p/b1n5/qpp2pp1/Q5P1/N1PBP3/PP1P1P1P/R1B1K2R b KQkq - 5 10,3
rnb1k2r/1ppp1ppp/5q2/p1b1p3/3P1PnQ/NPP1B2P/P2KP1P1/R4BNR b kq - 3 13,3
rn1qkbnr/1pp1ppp1/3p4/1p3bNp/4P2P/8/PPPP1PP1/RNBQK2R w KQkq - 0 6,3
rnbqk1n1/2p1bppr/3p4/pp2p2p/2P1P2P/1P1P1P2/P1B2KP1/RNBQ2NR b q - 0 9,3
rnb1k1nr/1p2bppp/p1p1p3/q2P4/8/3P3P/PP2PPP1/RNBK1BNR w kq - 1 8,3
