fen,is_tactical
1rbqkbnr/pppppp2/2n3pp/8/PP5P/B5P1/2PPPP2/RN1QKBNR b KQk - 1 5,0
rnbqkb1r/p1pppp1p/6p1/1p6/6n1/2PP2P1/PP1NPPBP/R1BQK1NR w KQkq - 0 6,1
rnbqkb1r/pp1ppp1p/2p4n/6p1/4P3/N7/PPPPKPPP/R1BQ1BNR w kq - 2 4,0
rnbqkbnr/p2ppppp/2p5/8/Pp6/1P1P4/2P1PPPP/RNBQKBNR w KQkq - 0 4,0
rnbqkb1r/ppp2p1p/4p1Qn/3p4/P1P5/1P5P/3PPPP1/RNB1KBNR b KQkq - 0 6,1
rnb1kbnr/pp3ppp/B2p4/q1p1p3/1P6/4P2P/P1PP1PP1/RNBQK1NR w KQkq - 0 5,1
r1bqkbnr/1pppppp1/p1n1N3/7p/7P/8/PPPPPPP1/RNBQKB1R b KQkq - 2 4,1
rnb1kbnr/p1qpp1pp/8/1pp2p2/8/1PN2PPB/P1PPP2P/R1BQK1NR w KQkq - 0 6,1
rnb1kbnr/ppqp1ppp/4p3/2p1P3/P6P/8/1PPPNPP1/RNBQKB1R b KQkq - 2 6,1
1rbqkbnr/p2n1ppp/1pp1p3/3p4/P1QP4/2N5/1PP1PPPP/R1B1KBNR w KQk - 0 7,0
rnbqkbnr/pppp2p1/7p/4pp2/P4P2/2N5/1PPPP1PP/R1BQKBNR w KQkq - 0 4,1
rnbqkb1r/2pppppp/5n2/pp6/2P3P1/7N/PP1PPP1P/RNBQKB1R b KQkq - 0 4,1
rnbqkb1r/pp1pnQ2/7p/2p1p1p1/P5P1/2P1P3/1P1P1P1P/RNB1KBNR b KQkq - 0 6,1
r1bqkbnr/p1ppp1pp/1p6/5p2/1nP5/P6P/1P1PPPPR/RNBQKBN1 w Qkq - 0 5,1
rnbqk1n1/pppp1ppr/4p2p/2b5/3P4/N3KPP1/PPP1P2P/R1BQ1BNR b q - 2 6,0
rnbqkb1r/ppppp2p/6pn/8/1P1P4/5p1P/PBP1PPPR/RN1QKBN1 b Qkq - 1 6,0
1rbqkbnr/pppppp1p/2n3p1/8/8/2PP2P1/PP2PP1P/RNBQKBNR w KQk - 0 4,0
rnb1kbnr/pppp1p1p/4p3/6q1/7p/1P4P1/P1PPPP2/RNBQKBNR b KQkq - 2 5,1
rnbqkb1r/p1pp1p1p/6pn/1pN1p3/1P6/8/P1PPPPPP/R1BQKBNR w KQkq - 0 5,0
rnbqkb1r/1p1ppppp/p1p4n/8/1P6/P2P4/2P1PPPP/RNBQKBNR w KQkq - 0 4,0
r1bqkbnr/1pppppp1/8/p6p/3n3P/1P1P1N2/P1P1PPP1/RNBQKB1R w KQkq - 2 5,1
r1bqkb1r/p1pppppp/1p5n/8/1P6/2PBPN2/P2P1PPP/RNBQK2R w KQkq - 1 6,1
rn1qkbnr/pbppp1pp/5p2/8/1p1PP3/8/PPPB1PPP/RN1QKBNR w KQkq - 0 5,1
rn1qkbnr/p1ppp1pp/b7/1p3p2/8/7N/PPPPPPPP/RNBQKB1R w Qkq - 2 4,0
r1bqkbnr/ppppp1pp/5p2/6B1/1n6/3P1P2/PPP1P1PP/RN1QKBNR w KQkq - 3 4,0
rnbqkbnr/p3p1pp/2pp1p2/1p6/6P1/2PPP3/PP2BP1P/RNBQK1NR b KQkq - 0 5,0
r2qkbnr/pppbp1pp/2np1p2/8/3P4/3BP2P/PPP2PP1/RNBQK1NR w KQkq - 3 5,0
rnbqk2r/pppp1pb1/5n1p/4p1p1/2QP4/1P2P3/P1P2PPP/RNB1KBNR w KQkq - 1 6,0
r1bqkbnr/1pppppp1/7p/p7/Pn3P2/7P/1PPPP1P1/RNBQKBNR w KQkq - 1 5,0
r1bqkbnr/ppppppp1/n7/7p/1PP5/1Q6/P2PPPPP/RNB1KBNR w KQkq - 2 4,1
rnbqkbnr/p1p1ppp1/2P5/3p3p/1p6/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 5,0
r1bqkbn1/1pp1pppr/p1n5/3p3p/6Q1/P2BP1P1/1PPP1P1P/RNB1K1NR b KQq - 0 6,1
rnbqk1r1/1ppp1ppp/p4n2/4p3/Pb4P1/BP6/2PPPP1P/RN1QKBNR b KQq - 2 6,1
rnbqkb1r/pppp1ppp/4p2n/8/2P1P2P/8/PP1P1PP1/RNBQKBNR b KQkq - 0 3,0
r1bqkbnr/pp1p2p1/5p1p/2p1p3/2Q5/2PP1P2/PP2P1PP/RNB1KBNR b KQkq - 0 6,1
rnbqkbnr/p1ppp2p/1p3pp1/8/2P5/N5P1/PP1PPP1P/R1BQKBNR w KQkq - 0 4,1
r1bqkb1r/pppppppp/n4n2/8/8/P2P1N2/1PP1PPPP/RNBQKB1R b KQkq - 0 3,0
rnbqkbnr/pp1pppp1/2p4p/7Q/5P2/4P3/PPPP2PP/RNB1KBNR b KQkq - 1 3,0
rnb1kbnr/1ppqp1p1/p4p1p/3p4/8/2N1PN2/PPPP1PPP/R1BQKB1R w KQkq - 0 6,1
rnbqkb1r/pp1pppp1/2p4n/7p/P4P2/4P2N/1PPP2PP/RNBQKB1R w KQkq - 0 5,0
r1bqkbnr/2pp1ppp/1pn5/p3p2Q/5P2/3PP3/PPP3PP/RNB1KBNR b KQkq - 2 5,1
rnbqkbn1/pppQpp2/8/7r/4P1p1/8/PPPPKPP1/RNB2BNR b q - 0 6,1
rn1qkbnr/pp2pp1p/3p4/2p3p1/6b1/N1P3PN/PP1PPP1P/R1BQKB1R w KQkq - 0 5,1
rnb1kb1r/ppqp1ppp/5n2/2p1p3/4P3/2P3PB/PP1P1P1P/RNBQK1NR w KQkq - 0 5,0
rnbqkb1r/1ppppp1p/7n/p5p1/P3P3/R5P1/1PPP1P1P/1NBQKBNR b Kkq - 1 4,0
rnbqkbnr/1ppppp1p/6p1/p7/1P6/2NP4/P1P1PPPP/R1BQKBNR b KQkq - 0 3,1
r1bqkbnr/2ppp1p1/ppn4p/5p2/1P3P1P/4P1K1/P1PP2P1/RNBQ1BNR b kq - 0 6,1
r1bqkb1r/pppp1ppp/2n2n2/4p3/2PP4/4B3/PP2PPPP/RN1QKBNR w KQkq - 0 4,0
rnbqk1n1/pppp1ppr/3bp3/7p/8/2N1P3/PPPPKPPP/1RB1QBNR b q - 3 5,0
rnbqkbnr/p1pp1pp1/1p5p/4p3/1P1P1N2/8/P1P1PPPP/RNBQKB1R b KQkq - 1 4,1
r1bqkbnr/ppppppp1/2n5/7p/P1PP4/8/1P2PPPP/RNBQKBNR b KQkq - 0 3,0
rnb1kbnr/1p1ppppp/p1p5/8/1P5P/N5q1/P1PPPPP1/1RBQKBNR w Kkq - 0 5,1
rnbqkbn1/pp2pppr/2pp4/7p/7N/NP6/P1PPPPPP/R1BQKB1R w KQq - 2 5,0
r1bqkb1r/2pppp2/1pn2npp/p7/P1P5/BPN2N2/3PPPPP/R2QKB1R w KQkq - 2 7,0
r1bqkbnr/pp2pppp/n7/2pp4/P3P3/N5PN/1PPP1P1P/R1BQKBR1 b Qk - 2 6,0
rnbq1bnr/p1pppkp1/8/1p3p1p/PP1P4/5N2/2P1PPPP/RNBQKB1R w KQ - 0 5,1
rnb1kbnr/ppqp1pp1/8/2p1p1Np/6P1/1P6/PBPPPP1P/RN1QKB1R b KQkq - 0 5,1
r1bqkbnr/ppppppp1/2n4p/7P/P7/1P6/2PPPPP1/RNBQKBNR w KQkq - 0 5,0
rnbqkbnr/pppppp2/7p/6p1/8/1P4PB/P1PPPP1P/RNBQK1NR b KQkq - 1 3,0
r1bqkbnr/p1p1ppp1/np5p/8/PPPp1PP1/4P3/3P3P/RNBQKBNR b KQkq c3 0 6,1
r2qkbnr/ppp2pp1/2npp3/5b1p/3P4/NP1Q3P/P1P1PPP1/R1BK1BNR w kq - 0 7,1
rnbqkbnr/1ppp1pp1/p6p/4P3/6P1/7P/PPPPP3/RNBQKBNR b KQkq - 0 4,0
r1bqkbnr/pp1pp1pp/n1p2p2/8/8/3P3N/PPPKPPPP/RNBQ1B1R w kq - 0 4,0
rnbqk1nr/ppppp2p/7b/5p2/3PPp2/1PN5/P1P2PPP/R2QKBNR b KQkq - 0 5,1
r1bqkbnr/ppppp2p/5pp1/2n5/8/N4P1P/PPPPPKPR/R1BQ1BN1 b kq - 5 5,1
rnbqkbnr/2ppppp1/1p5p/p7/4P3/N4P2/PPPPB1PP/R1BQK1NR b KQkq - 0 4,0
rnb1qbnr/1p1kpppp/2p5/p2p4/2P4P/P4P1R/1P1PPKP1/RNBQ1BN1 b - - 0 6,0
rnbqk1nr/1pp1bppp/3pp3/p7/PP6/4P2P/2PP1PP1/RNBQKBNR b KQkq - 0 5,1
rnbqkb1r/pp1ppp2/2p3pn/1N5p/2P5/4P2P/PP1PNPP1/R1BQKB1R w KQkq - 3 7,0
rnbqkb1r/pp2pppp/2p4n/3p4/7P/1P4P1/P1PPPP2/RNBQKBNR w KQkq - 0 4,0
rnb1kbnr/p1pqpp1p/1p1p1p2/8/4P3/5N2/PPPP1PPP/R1BQKB1R b KQkq - 0 5,1
rnbqkbnr/pp1p1ppp/8/2p1p3/1P6/2P5/PB1PPPPP/RN1QKBNR b KQkq - 0 3,0
rnbqkbnr/1pppp1pp/8/p4p2/4N3/4P3/PPPP1PPP/R1BQKBNR w KQkq - 0 4,0
rnb1k1nr/p1pp1ppp/4p3/1pb5/1PP4q/P7/3PPPPP/RNBQKBNR w KQkq - 1 5,1
rnbqkb1r/pp1p1p1p/6pn/2p1p3/Q7/P1P4N/1P1PPPPP/RNB1KB1R w KQkq - 0 5,0
rn1qkbnr/pp2pppp/2p5/3b4/2Pp1B2/P2P4/1P2PPPP/RN1QKBNR w KQkq - 1 6,1
rnbqkb1r/1pp1pppp/3p1n2/p7/1P6/5N2/P1PPPPPP/RNBQKB1R w KQkq - 0 5,0
r1bq1bnr/p1pp1kpp/1pn2p2/4p3/2P2PP1/N6P/PP1PP3/R1BQKBNR w KQ - 0 6,0
rnbq1bnr/pp2kpp1/2pp3p/4p3/2P3P1/5N1B/PP1PPP1P/RNBQK2R w KQ - 0 6,0
rnb1kb1r/ppp2ppp/4p2n/3p2q1/4P1PP/5P2/PPPP4/RNBQKBNR w KQkq - 1 5,1
rnbqk2r/pppp1p1p/4p2n/6p1/P1PP4/5PbP/1P2PKP1/RNBQ1BNR w kq - 3 7,1
rnbqkbnr/ppppp1p1/5p1p/8/8/1P2P3/P1PPBPPP/RNBQK1NR b KQkq - 0 3,1
rnbqkbnr/ppppp2p/5p2/5p2/P2P4/8/1PP1P1PP/RNBQKBNR b KQkq - 0 4,0
rn1qkbn1/pp2pppr/3p4/2p4p/4N1bP/1P6/P1PPPPP1/RNBQKB1R w KQq - 1 6,0
rnbqkbnr/2pppppp/pp6/8/P7/4P2P/1PPP1PP1/RNBQKBNR b KQkq - 0 3,0
1rb1kb1r/pp1ppppp/n7/q1p2P1n/2P5/3P3P/PP2PKP1/RNBQ1BNR w k - 1 7,1
rnbqkb1r/pppppp2/6pn/7p/1P1P3P/8/P1P1PPP1/RNBQKBNR w KQkq - 1 4,0
r1bqkb1r/1ppnpp1p/p5pn/3pN3/P7/3P4/1PPNPPPP/R1BQKB1R b KQkq - 1 6,1
rnbqkbnr/pp1p2p1/5p2/2p1p2p/3P1P2/N4NP1/PPP1P2P/R1BQKB1R b KQkq - 1 5,0
rn1qkbnr/pbpppp1p/1p6/6p1/3P3P/5N2/PPP1PPP1/RNBQKB1R w KQkq - 0 4,1
rnb1kbnr/ppp2ppp/3pp3/6q1/2P5/2NP4/PP1QPPPP/R1B1KBNR b KQkq - 5 5,0
rnbqkbnr/1pp2p1p/p3p3/3p2p1/Q7/P1P1PP2/1P1P2PP/RNB1KBNR b KQkq - 1 5,1
r1bqkbnr/2p1pp2/Bpn3p1/3pP2p/1P4P1/N7/P1PP1P1P/R1BQK1NR w KQkq - 0 7,0
rnbqkbnr/1p1pp1pp/8/p1p2p2/P7/5PPP/1PPPP3/RNBQKBNR w KQkq - 0 5,0
rn1qkb1r/pp2nppp/B1p5/3pp3/2P5/4P2b/PP1P1PP1/RNBQK1NR w KQkq - 0 6,0
rnb1kbnr/ppq1p1p1/8/2pp1p1p/3P1N2/N6P/PPP1PPP1/R1BQKBR1 w Qkq - 1 7,1
rnbqkbn1/ppppp1p1/5p1r/7p/4P3/1P3P2/P1PP2PP/RNBQKBNR w KQq - 1 4,1
rnbqkb1r/1p2pppp/2pp1n2/p7/7P/2P3P1/PP1PPP1R/RNBQKBN1 b Qkq - 0 5,1
rnbqkb1r/ppp1pppp/7n/3p4/P7/2N2N2/1PPPPPPP/R1BQKB1R b KQkq - 2 3,0
rnb1kbnr/pp1pppp1/1qp4p/8/3P4/2N5/PPPKPPPP/R1BQ1BNR w kq - 2 4,0
r1b1k1nr/ppppqppp/n7/2b5/2B1P1N1/8/PPPP1PPP/RNBQK2R b KQkq - 4 6,0
rnbqkbnr/ppppp3/6p1/5p1p/3P1P2/7N/PPP1PKPP/RNBQ1B1R b kq - 1 4,0
r1bqkbnr/1pppp1pp/2n2p2/p7/7P/2N5/PPPPPPPR/R1BQKBN1 w Qkq - 0 4,0
rnb1kbnr/pp1p1ppp/8/2p1p1q1/2P5/PQ6/1P1PPPPP/RNB1KBNR b KQkq - 2 4,0
rnbqkbnr/2ppp1pp/p7/1p3p2/4P3/N6N/PPPP1PPP/R1BQKB1R w KQkq - 0 4,1
r1bqkbnr/pP1pp1pp/2n2p2/8/2p5/4P3/1PPP1PPP/RNBQKBNR b KQkq - 0 5,1
r2qkbnr/ppp1pppp/2np3B/8/2P2P2/3P3b/PP2P1PP/RN1QKBNR w KQkq - 1 7,0
rnbqkbnr/1pp1pppp/3p4/p7/6PP/4P3/PPPP1P2/RNBQKBNR w KQkq - 0 4,0
rnbqk1nr/ppp1ppbp/6p1/3p4/P2P4/4P3/1PP2PPP/RNBQKBNR w KQkq - 1 4,0
rnbqkb1r/pppppppp/8/3n2N1/2P5/8/PP1PPPPP/RNBQKB1R b KQkq - 0 3,0
rnbq1bnr/pp1ppkp1/2p2p2/7p/P6P/1P1P4/1BP1PPPR/RN1QKBN1 b Q - 3 6,0
rnbqkb1r/3p1ppp/1pp5/p3pn2/3P1P2/P4NP1/1PP1P1BP/RNBQK2R w KQkq - 0 7,1
r1bqkb1r/pppppp1p/2n4n/6p1/Q4P2/2P5/PP1PP1PP/RNB1KBNR w KQkq - 2 4,1
2bqkbn1/1ppppppr/r1n4p/P7/5P2/3P4/P1PKP1PP/RNBQ1BNR w - - 3 6,0
r1bqkbnr/ppp2ppp/n7/3pp3/8/4PNPP/PPPP1P2/RNBQKB1R w KQkq - 0 5,1
rnbqkbnr/3ppppp/ppp5/8/1P6/2N2NP1/P1PPPP1P/R1BQKB1R b KQkq - 1 4,0
rnbqkbnr/p2pppp1/1pp5/7p/6P1/1P2P3/P1PP1P1P/RNBQKBNR w KQkq - 0 4,0
rn1qkbnr/ppp1pppp/3p4/5bP1/2P5/8/PP1PPP1P/RNBQKBNR b KQkq - 0 3,0
r1bqkb1r/p1pppp1p/2n4n/1p4p1/2PP4/4B2N/PP2PPPP/RNQ1KB1R b KQkq - 0 6,0
rnbqk2r/1pppb1pp/p3p2n/3P1p2/4P3/NP3P2/P1P3PP/R1BQKBNR b KQkq - 0 6,1
r1bqkbnr/ppppp1p1/n7/5p1p/1P3P2/B3P1P1/P1PP3P/RN1QKBNR w KQkq - 1 6,1
rnbqk1nr/p1pp2p1/1p2p3/5p1p/1b2PP1P/N1P5/PP1P2P1/1RBQKBNR b Kkq - 0 6,1
r1bqkbnr/ppppp1p1/n6p/5p2/8/1P1P3P/P1P1PPPR/RNBQKBN1 b Qkq - 0 4,0
r1bqkbnr/p3p1pp/1pp2p2/3pn3/3P2P1/P3P3/1PP2P1P/RNBQKBNR w KQkq - 2 7,1
rnb1kb1r/ppppnppp/8/4p3/7q/BP4P1/P1PPPP1P/RN1QKBNR w KQkq - 3 4,1
rnb2bnr/p1pq1kpp/1p1ppp2/8/P3PPP1/2P5/1P1PK2P/RNBQ1BNR w - - 0 7,0
r1bqk1nr/pppppp1p/7b/2n3p1/1P1PP1Q1/4B3/P1P2PPP/RN2KBNR b KQkq - 4 5,1
rn2kbnr/ppp1p1p1/3q3p/3p1p2/P3P1Q1/6P1/1PPP1P1P/RNB1KBNR b kq - 0 6,1
rnbqk1nr/p1pp2pp/4pp2/1p3P2/2P4P/b1N5/PP1PP1P1/R1BQKBNR b KQkq - 0 5,0
rnbqkb1r/ppppp1pp/5p2/3n4/P7/6PN/RPPPPP1P/1NBQKB1R b Kkq - 0 4,0
r1bqkbnr/p2pppp1/1p6/2p1n2p/2PPP2P/6P1/PP2NP2/RNBQKB1R b KQkq - 0 6,0
rnbqkbnr/pppppp2/7p/6p1/P6P/3P4/1PP1PPP1/RNBQKBNR b KQkq - 0 3,0
rnbqkbnr/1pp1pp1p/p2p2p1/8/2P5/PP5P/3PPPP1/RNBQKBNR b KQkq - 0 4,0
r1bqk2r/pppp2pp/2nb1p1n/4p3/5P2/2N1P1QN/PPPP2PP/R1B1KB1R b KQkq - 4 6,0
rnb1kbnr/ppp2ppp/8/3ppq2/5P2/P2PB3/1PP1P1PP/RN1QKBNR w KQkq - 0 5,0
rnbqkb1r/2ppp1pp/1p3n2/p4p2/3P4/PP6/2PKPPPP/RNBQ1BNR w kq - 0 5,0
rnbqkbnr/pp1ppp2/2p5/1B4p1/4PP1p/1P6/P1PP2PP/RNBQK1NR b KQkq - 0 5,1
rnq1kbnr/pppbp1p1/3p1p2/1B5p/1P2P3/2P4P/P1QP1PP1/RNB1K1NR b KQkq - 1 6,1
rnbqk1nr/1pppppbp/p5p1/8/8/1P3NP1/P1PPPP1P/RNBQKB1R w KQkq - 1 4,0
rnbqkbnr/1ppp1p1p/4p1p1/p7/5P2/2N1P3/PPPPB1PP/R1BQK1NR b KQkq - 1 4,0
rnbqk1nr/pppp1ppp/4p3/8/1b1P1P2/8/PPPBP1PP/RN1QKBNR b KQkq - 2 3,0
2Bqkb1r/2pppppp/2n5/1p6/3P2n1/r3P2P/PPPN1PP1/R1BQK1NR w KQk - 3 7,1
rnbqkbr1/pppppppp/8/6Bn/3P1P2/1P6/P1P1P1PP/RN1QKBNR b KQq - 0 4,0
rnbqkb1r/pppp1p2/6p1/P2np2p/2P5/3P1N2/RP2PPPP/1NBQKB1R b Kkq - 0 6,0
rnbqkb1r/pp2pppp/5n2/2pp4/P1P2P2/8/1P1PP1PP/RNBQKBNR b KQkq - 0 4,1
1nbqkb1r/rppppppp/5n2/p7/Q1P1P3/3P4/PP3PPP/RN2KBNR b KQk - 0 6,1
r1bqkbnr/ppp1ppp1/B2p3p/8/4P1P1/8/PPPP1P1P/RNBQK1NR w KQkq - 0 4,1
r1bq1bnr/1pppkp1p/2B3p1/p3p3/4P3/N7/PPPP1PPP/1RBQK1NR w K - 0 6,1
rnbqkbnr/2ppp1pp/pp6/5p2/P3PP2/6P1/1PPP3P/RNBQKBNR b KQkq - 0 4,0
rn1q1b1r/p1p1pkpp/bp1p3n/1P3p2/2P5/2N3P1/P2PPP1P/R1BQKBNR w KQ - 1 7,1
rnb2bnr/pppk1ppp/4p3/3p4/1P6/P4q1P/2PPPKP1/RNBQ1B1R w - - 0 7,1
r1b1kb1r/pp2nppp/n1Pp1q2/4p3/3P2P1/5P2/P1P1P2P/RNBQKBNR w KQkq - 0 7,0
r1bqkbn1/pp1pp1p1/n6r/2p2p2/P1P1P3/8/1P1PQPPP/RNB1KBNR w KQq - 1 6,1
rnbqkbnr/1ppppppp/p7/8/3P2P1/N3P3/PPP2P1P/R1BQKBNR b KQkq - 0 4,0
rnbqkb1r/1ppppppp/p7/8/N6P/1P3Pn1/P1PPP1P1/R1BQKBNR b KQkq - 0 5,1
r1bqkbnr/p1ppp1pp/2n5/1p3p2/3P1P2/8/PPPKP1PP/RNB1QBNR b kq - 3 4,1
rn2k1nr/p1pp1ppp/bp3q2/4p3/1b6/N4P1P/P1PPP1P1/R1BQKBNR b KQkq - 3 6,0
rnbqkb1r/ppp1pp1p/3p2pn/8/2P5/PP6/2QPPPPP/RNB1KBNR b KQkq - 1 4,0
rnb2bnr/ppqpkppp/8/2p5/1P2p1PP/P7/N1PPPP2/R1BQKBNR w KQ - 1 7,1
rnbqkb1r/ppp1pp1p/3p4/6p1/3PP1n1/8/PPPK1P1P/RNBQ1BNR w kq - 0 5,0
rnbqkb1r/pppp1ppp/4p2n/8/7P/PPN3P1/2PPPP2/R1BQKBNR b KQkq - 1 5,0
rnbqkbnr/1p1ppp1p/8/p1p3p1/8/2NBP3/PPPP1PPP/R1BQK1NR w KQkq - 0 4,1
rn2kb1r/ppp1pppp/3q3n/3p1b2/4PP2/2N5/PPPP2PP/R1BQKBNR w KQkq - 1 6,1
rnbqkb1r/p3pppp/P6n/1p1p2P1/R1p5/8/1PPPPP1P/1NBQKBNR b Kkq - 0 6,1
rnbqk1nr/pp1p1ppp/3bp3/2p5/2P5/1P2PN2/P2P1PPP/RNBQKB1R b KQkq - 2 4,0
rnbqkbnr/p1ppp1pp/1p6/5p2/8/2N1PN2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,0
r1bqkb1r/pppppppp/n7/8/2P3n1/P4N2/1P1PPPPP/RNBQKB1R w KQkq - 1 4,1
r1b1kbnr/ppppqp2/n5p1/7p/3PPp2/5QPP/PPP5/RNB1KBNR w KQkq - 3 7,1
rnbqkb1r/pppp2pp/5p1n/4pP2/8/8/PPPPP1PP/RNBQKBNR w KQkq e6 0 4,0
rnbqkbnr/ppp2ppp/3p4/4p3/1P5P/5P2/P1PPP1P1/RNBQKBNR b KQkq - 0 3,1
rnb1kb1r/ppqppppp/5n2/8/2p2P2/PP6/R1PPP1PP/1NBQKBNR w Kkq - 2 5,0
rnbqkbnr/p1p1pppp/1p6/3p4/3P1P2/8/PPP1P1PP/RNBQKBNR b KQkq - 0 3,0
r1bqkbnr/pppp2pp/2n2p2/4p3/1PP5/3P1N2/P3PPPP/RNBQKB1R b KQkq - 1 4,1
rnb1kbnr/1ppp1ppp/4p3/p5q1/P7/R5PP/1PPPPP2/1NBQKBNR b Kkq - 1 4,1
r1bqkbnr/ppppp1pp/5p2/8/1n3N2/3PPP2/1PP3PP/RNBQKB1R w KQkq - 0 6,0
rnb1kbnr/pp2pppp/3p4/2p2P2/2P5/q1N4P/1P1PP1P1/R1BQKBNR b KQkq - 0 6,1
r1bqkbnr/ppp1p1pp/2n5/5p2/3p2QP/1P2P3/PBPP1PP1/RN2KBNR b KQkq - 1 5,1
rnbqkbnr/1pp3pp/5p2/p2pp3/4PP2/1P5P/P1PP2P1/RNBQKBNR b KQkq - 0 5,1
rnbqkbnr/p2p3p/2p5/1p2ppp1/1P5P/B1N5/P1PPPPP1/R2QKBNR b Kkq - 1 6,1
rnbqk2r/ppppnpb1/8/4p1pp/5P2/P1P1P3/1P1PQ1PP/RNB1KBNR b KQkq - 2 6,1
rnbqkbnr/ppppp1p1/8/7p/5p1P/2NP4/PPP1PPP1/R1BQKBNR w KQkq - 0 4,1
rnbq2nr/pppp1kpp/5p2/2b1pP2/1P6/2P4N/P2PP1PP/RNBQKB1R b KQ - 0 5,0
r1bqkbn1/ppppp2r/1Qn3p1/5p1p/8/2P5/PP1PPPPP/RNB1KBNR b KQq - 1 6,1
1nbqkbnr/r1ppp1pp/p7/1p3p2/7P/2NP4/PPP1PPP1/R1BQKBNR w KQk - 0 5,1
rnbqkb1r/1pp1pppp/3p1n2/8/N6P/8/PPPPPPP1/R1BQKBNR w KQkq - 0 5,0
rnbqkbnr/1p1pp1p1/8/p1p2p1p/5P2/1P5P/P1PPPKP1/RNBQ1BNR w kq - 0 5,0
rnbqkbnr/p1pppp2/p7/6pp/P3P1P1/8/1PPP1P1P/RNBQK1NR b KQkq - 0 4,1
rnbqkbnr/2pppppp/8/pp6/8/1P1PB2P/P1P1PPP1/RN1QKBNR b KQkq - 1 4,0
rnbqkb1r/1p1p1pp1/2p5/p3p2p/3P4/P4P2/1PPBP1PP/RN1QKBNR w KQkq - 0 6,1
rnbqkbnr/p2ppp2/2p4p/1p4p1/N1PP1B2/8/PP2PPPP/R2QKBNR b KQkq - 0 5,1
1rbqk1nr/pppp2pp/4pp2/2n3N1/P5PP/b7/1PPPPPB1/RNBQK2R w KQk - 3 7,1
r1b1kbnr/pp2pppp/1qnp4/8/2p4P/3P1P1N/PPPKP1P1/RNBQ1B1R w kq - 0 6,0
rnbqkb1r/1ppp2pp/4pn2/5p2/p3P1Q1/6P1/PPPP1PBP/RNBK2NR b kq - 1 6,1
rnb1kbnr/p2ppppp/1p6/q1p5/2N5/4P3/PPPP1PPP/R1BQKBNR w KQkq - 0 4,1
rnbqkbnr/1ppppppp/8/p7/5P2/6P1/PPPPP1BP/RNBQK1NR b KQkq - 1 3,0
rnbq1bnr/pppkppp1/3p3p/8/8/P4NP1/1PPPPP1P/RNBQKB1R w KQ - 1 4,1
2bqkbnr/rppppppp/6Q1/p3P3/1n6/5N2/PPPP1PPP/RNB1KB1R b KQk - 1 6,1
r1bqkbnr/2ppp1p1/p5pp/1p2P3/1n3P2/8/PPPPN1PP/RNB1KB1R w KQkq - 1 7,1
rnb1kbnr/pp2p1pp/1q6/2pp1p2/2P1P1P1/8/PP1PNP1P/RNBQKB1R w KQkq - 0 5,1
rnb1k2r/pp1pppbp/2p3pn/1q6/4QP2/2P3PP/PP1PP3/RNB1KBNR w KQkq - 3 7,0
rn2kbnr/ppp1p1pp/1q6/3p1p2/P3P1P1/1P5b/2PP1P1P/RNBQKB1R w KQkq - 1 7,0
r1bqkbn1/1pppppp1/2n2r2/p6P/8/P3KP2/1PPPP2P/RNBQ1BNR b q - 0 6,1
rn1q1b1r/pppkp1pp/7n/2Qp1p2/PP1P4/7b/2P1PPPP/RNB1KBNR w KQ - 0 7,1
rnb1kbnr/pppp1ppp/4pq2/8/1P2P1P1/8/P1PP1P1P/RNBQKBNR b KQkq - 0 3,1
r1bqkbnr/npppppp1/7p/p7/7P/PP1P4/2P1PPP1/RNBQKBNR w KQkq - 1 5,0
rnq1kb1r/pppbpp1p/7n/3p2p1/5PP1/PP6/2PPP2P/RNBQKBNR b KQkq - 2 6,1
rnbqkb1r/p3pp1p/1p1p1np1/2p5/5N2/3BP3/PPPP1PPP/RNBQK2R w KQkq - 0 6,0
rnbq1bnr/pppppk2/7p/5pp1/7P/2P2P2/PP1PP1P1/RNBQKBNR w KQ - 1 5,1
r1bqkb1r/pppppppp/2n2n2/8/3P4/1P2P2P/P1P2PP1/RNBQKBNR b KQkq - 0 5,0
rnbqkbnr/ppppp1p1/7p/5p2/P5P1/5P2/1PPPP2P/RNBQKBNR b KQkq - 0 3,1
rnbqk2r/1ppp1ppp/5n2/pN2p3/1b6/7N/P1PPPPPP/R1BQKB1R b KQkq - 1 5,1
rnbq1b1r/ppp1pkpp/5N2/8/2P3p1/8/PP1PPP1P/RNBQKB1R b KQ - 0 6,0
rnbqkbn1/ppppppp1/B6r/7p/4P1P1/5P1N/PPPP3P/RNBQK2R b KQq - 0 5,1
r1bqkbnr/N1ppp2p/2n5/6p1/6p1/7B/PPPPPP1P/R1BQK1NR w KQkq - 0 6,1
rn1qkb1r/1ppb1ppp/8/p2pp1N1/4P1n1/PP3P2/2PP2PP/RNBQKB1R w KQkq - 1 7,0
rnbqkbnr/1p1ppppp/p7/8/2p5/NPP4P/P2PPPP1/R1BQKBNR b KQkq - 0 4,0
rnb1kbnr/ppp2ppp/3p1q2/8/4PP2/8/PPPP1K1P/RNBQ1BNR b kq - 0 5,1
r1b1kbnr/ppqpppp1/B6p/2p5/1n4P1/N1P1P2N/PP1P1P1P/R1BQK2R b KQkq - 4 6,1
